AAAAMMJJHH,type
2015-04-25 17:36:07,S
2015-04-27 15:42:23,S
2015-04-27 16:14:59,S
2015-04-27 17:19:40,S
2015-04-28 02:08:18,S
2015-04-29 08:09:25,S
2015-04-29 08:41:45,S
2015-04-30 09:11:06,S
2015-04-30 22:49:35,S
2015-05-01 04:06:27,S
2015-05-01 11:49:23,S
2015-05-02 09:26:33,S
2015-05-03 11:50:40,S
2015-05-05 08:13:18,S
2015-05-05 17:24:22,S
2015-05-07 06:38:33,R
2015-05-07 08:21:41,S
2015-05-08 05:12:41,S
2015-05-08 05:50:54,S
2015-05-09 05:32:07,S
2015-05-09 08:25:02,S
2015-05-09 18:35:32,R
2015-05-10 05:37:28,S
2015-05-11 12:47:45,S
2015-05-11 14:08:40,S
2015-05-12 02:04:00,S
2015-05-12 08:16:42,S
2015-05-12 08:36:35,S
2015-05-13 07:04:05,S
2015-05-13 08:05:08,R
2015-05-13 17:28:47,S
2015-05-13 18:35:36,S
2015-05-15 03:44:45,S
2015-05-15 05:36:57,S
2015-05-15 11:51:03,S
2015-05-17 17:12:04,S
2015-05-21 08:40:39,S
2015-05-22 01:53:55,S
2015-05-23 17:39:27,S
2015-05-24 04:06:14,S
2015-05-25 09:04:42,S
2015-05-26 01:22:53,S
2015-05-26 09:11:37,S
2015-05-28 01:18:32,S
2015-05-31 19:26:10,S
2015-06-01 00:34:16,S
2015-06-02 09:31:11,S
2015-06-03 00:19:48,S
2015-06-04 09:51:15,S
2015-06-04 19:26:08,S
2015-06-06 18:56:26,S
2015-06-07 12:52:16,S
2015-06-07 19:52:28,S
2015-06-08 14:15:19,S
2015-06-09 09:30:52,S
2015-06-09 09:43:33,S
2015-06-11 07:13:25,S
2015-06-12 20:14:39,S
2015-06-13 15:47:06,S
2015-06-13 18:30:02,S
2015-06-14 03:30:42,S
2015-06-14 11:10:33,S
2015-06-15 03:15:11,S
2015-06-15 09:29:34,S
2015-06-16 16:24:38,S
2015-06-16 21:53:30,S
2015-06-17 22:05:12,S
2015-06-18 03:53:27,R
2015-06-18 08:59:11,S
2015-06-18 19:51:20,S
2015-06-19 07:39:54,S
2015-06-20 10:30:52,S
2015-06-20 13:22:58,S
2015-06-20 17:07:53,S
2015-06-21 14:06:11,S
2015-06-21 16:56:50,S
2015-06-22 18:19:15,S
2015-06-23 07:26:12,S
2015-06-26 08:12:56,S
2015-06-27 23:22:03,S
2015-06-30 07:00:35,S
2015-07-01 08:29:58,S
2015-07-02 07:51:43,S
2015-07-02 08:45:58,S
2015-07-03 02:16:22,S
2015-07-03 08:16:17,S
2015-07-07 08:42:13,S
2015-07-08 07:57:06,S
2015-07-15 08:05:58,S
2015-07-15 09:58:53,S
2015-07-16 08:20:19,S
2015-07-16 09:41:18,S
2015-07-16 14:03:54,S
2015-07-19 04:11:07,S
2015-07-19 04:13:07,S
2015-07-19 04:16:00,S
2015-07-20 08:01:14,S
2015-07-20 09:24:52,S
2015-07-21 08:52:55,S
2015-07-21 18:10:51,S
2015-07-21 23:08:23,S
2015-07-22 12:58:45,S
2015-07-22 14:02:39,S
2015-07-23 09:10:57,S
2015-07-23 09:57:53,S
2015-07-26 00:01:01,S
2015-07-27 15:30:51,S
2015-07-28 09:00:18,S
2015-07-29 17:39:38,S
2015-07-30 05:52:21,S
2015-07-30 08:05:13,S
2015-07-30 14:01:43,S
2015-08-01 06:16:01,S
2015-08-01 12:22:15,S
2015-08-01 20:48:49,S
2015-08-02 05:46:38,S
2015-08-02 22:50:23,S
2015-08-04 09:21:42,S
2015-08-05 03:32:46,S
2015-08-05 19:11:55,S
2015-08-05 23:29:58,S
2015-08-06 09:38:37,S
2015-08-07 02:23:52,S
2015-08-07 07:56:09,S
2015-08-09 00:40:08,S
2015-08-10 10:13:49,S
2015-08-11 20:54:43,R
2015-08-12 07:49:12,S
2015-08-14 04:59:36,S
2015-08-15 18:34:49,R
2015-08-17 23:43:37,S
2015-08-18 20:11:10,S
2015-08-19 22:03:52,S
2015-08-21 21:03:57,S
2015-08-21 21:06:01,S
2015-08-22 09:55:41,S
2015-08-24 03:45:02,S
2015-08-25 09:13:36,S
2015-08-25 19:55:55,S
2015-08-25 20:33:17,S
2015-08-26 06:59:00,S
2015-08-26 08:16:43,S
2015-08-27 08:22:35,S
2015-08-27 23:55:42,S
2015-08-28 13:37:14,R
2015-08-30 22:04:45,S
2015-08-31 03:43:04,S
2015-09-01 08:19:53,S
2015-09-03 08:31:35,S
2015-09-04 11:43:31,S
2015-09-07 18:43:17,S
2015-09-08 02:07:46,S
2015-09-08 09:39:57,S
2015-09-09 18:40:05,S
2015-09-10 04:34:36,R
2015-09-10 06:59:15,S
2015-09-10 07:32:29,S
2015-09-10 09:33:40,S
2015-09-12 09:27:26,S
2015-09-12 09:42:15,S
2015-09-13 01:05:42,S
2015-09-14 03:38:49,S
2015-09-14 03:43:52,S
2015-09-14 09:23:43,S
2015-09-14 21:36:25,S
2015-09-15 09:20:46,S
2015-09-17 08:01:54,S
2015-09-18 03:33:26,S
2015-09-18 07:46:27,S
2015-09-18 08:15:00,S
2015-09-21 12:10:19,S
2015-09-22 08:47:54,S
2015-09-23 01:13:18,S
2015-09-23 09:07:21,S
2015-09-23 12:10:10,S
2015-09-24 05:18:03,S
2015-09-24 12:54:00,S
2015-09-28 01:13:30,S
2015-09-28 12:40:54,S
2015-09-30 07:51:39,R
2015-09-30 08:34:02,S
2015-10-01 20:44:08,R
2015-10-03 15:49:12,S
2015-10-05 21:14:30,S
2015-10-06 06:03:18,R
2015-10-07 06:22:55,S
2015-10-07 09:25:18,S
2015-10-07 09:51:14,S
2015-10-08 02:06:22,S
2015-10-08 09:52:45,S
2015-10-09 09:39:32,S
2015-10-10 00:17:00,S
2015-10-10 07:16:24,S
2015-10-10 20:18:45,S
2015-10-11 11:46:14,S
2015-10-14 00:14:16,S
2015-10-14 08:13:33,S
2015-10-14 09:28:02,S
2015-10-14 10:23:05,S
2015-10-14 14:46:33,S
2015-10-14 23:57:55,S
2015-10-15 08:45:43,S
2015-10-15 17:02:40,S
2015-10-16 09:34:58,S
2015-10-17 22:31:02,S
2015-10-19 09:22:00,S
2015-10-19 09:35:52,S
2015-10-19 14:04:29,S
2015-10-20 05:36:43,S
2015-10-20 22:11:24,S
2015-10-21 02:47:34,S
2015-10-21 09:34:10,S
2015-10-21 18:36:22,S
2015-10-22 09:38:40,S
2015-10-23 08:26:33,S
2015-10-23 09:29:30,S
2015-10-23 10:00:55,S
2015-10-24 03:19:22,S
2015-10-26 09:17:54,S
2015-10-26 21:15:44,S
2015-10-26 22:28:07,S
2015-10-28 13:58:08,S
2015-10-29 00:38:42,S
2015-10-30 10:44:27,S
2015-10-30 13:36:02,S
2015-10-30 15:17:14,S
2015-10-31 00:20:53,S
2015-10-31 01:13:49,S
2015-10-31 04:54:39,S
2015-11-01 07:54:15,S
2015-11-01 21:22:40,S
2015-11-02 09:01:36,R
2015-11-02 11:44:13,S
2015-11-02 15:03:16,S
2015-11-02 18:07:12,S
2015-11-02 19:03:22,S
2015-11-03 18:25:24,S
2015-11-05 09:52:08,S
2015-11-06 03:33:17,S
2015-11-06 04:03:22,S
2015-11-06 10:51:08,S
2015-11-06 19:43:26,S
2015-11-07 11:43:07,S
2015-11-07 17:06:59,S
2015-11-08 14:18:47,S
2015-11-08 21:04:01,S
2015-11-08 22:24:54,S
2015-11-09 05:28:57,S
2015-11-10 09:11:25,S
2015-11-10 22:43:38,S
2015-11-11 02:00:55,S
2015-11-11 18:14:51,S
2015-11-12 12:42:04,S
2015-11-12 17:27:29,R
2015-11-16 21:07:09,S
2015-11-17 09:52:51,S
2015-11-17 18:21:59,S
2015-11-18 08:11:13,S
2015-11-19 10:23:38,S
2015-11-19 10:33:38,S
2015-11-20 14:24:48,S
2015-11-22 13:30:31,R
2015-11-22 22:54:41,S
2015-11-23 22:08:37,S
2015-11-25 03:35:54,S
2015-11-25 05:18:45,S
2015-11-25 23:30:51,S
2015-11-26 02:49:23,S
2015-11-26 10:59:03,S
2015-11-26 16:10:51,S
2015-11-27 04:26:35,S
2015-11-27 19:06:47,S
2015-11-28 05:21:06,S
2015-11-28 21:30:45,S
2015-11-29 04:38:59,S
2015-11-30 14:14:16,S
2015-12-01 05:24:21,S
2015-12-01 09:37:40,S
2015-12-01 09:57:23,S
2015-12-01 10:04:33,S
2015-12-03 07:20:14,S
2015-12-04 03:45:50,S
2015-12-04 12:55:24,S
2015-12-05 08:12:01,S
2015-12-06 03:24:32,S
2015-12-06 05:30:02,S
2015-12-06 10:05:17,S
2015-12-08 09:57:32,S
2015-12-09 10:03:42,S
2015-12-10 10:04:18,S
2015-12-10 17:30:52,S
2015-12-11 03:06:09,S
2015-12-11 13:14:03,S
2015-12-11 19:36:12,S
2015-12-16 09:09:36,S
2015-12-17 10:35:10,S
2015-12-17 16:18:49,S
2015-12-18 01:59:59,S
2015-12-18 05:36:27,S
2015-12-18 06:21:00,S
2015-12-18 21:06:14,S
2015-12-23 13:45:49,S
2015-12-24 21:29:42,S
2015-12-25 16:13:03,S
2015-12-25 19:23:12,S
2015-12-28 01:11:55,R
2015-12-29 09:50:50,S
2015-12-31 19:17:07,S
2016-01-01 12:23:24,S
2016-01-02 06:40:56,S
2016-01-02 10:42:18,S
2016-01-02 10:43:17,S
2016-01-04 12:52:16,S
2016-01-05 08:27:03,S
2016-01-05 10:18:15,S
2016-01-06 03:04:15,S
2016-01-07 02:15:19,S
2016-01-07 05:41:32,S
2016-01-07 08:31:26,S
2016-01-07 22:02:14,S
2016-01-08 08:30:14,R
2016-01-09 03:57:17,S
2016-01-09 06:59:57,S
2016-01-10 02:28:12,S
2016-01-12 09:27:44,R
2016-01-12 09:57:15,R
2016-01-13 02:14:11,R
2016-01-13 11:57:19,R
2016-01-14 01:29:57,R
2016-01-14 13:06:42,S
2016-01-17 05:43:01,S
2016-01-18 03:31:39,R
2016-01-18 15:01:51,S
2016-01-18 17:29:45,S
2016-01-19 08:30:18,S
2016-01-19 12:55:46,S
2016-01-19 13:10:52,S
2016-01-19 13:12:50,S
2016-01-21 07:59:18,R
2016-01-23 10:30:20,S
2016-01-23 20:32:22,S
2016-01-25 22:55:22,S
2016-01-26 04:42:01,S
2016-01-26 10:07:36,R
2016-01-26 10:10:56,S
2016-01-27 08:31:27,S
2016-01-28 01:09:30,S
2016-01-29 09:12:26,S
2016-01-29 10:30:59,S
2016-01-29 17:24:20,S
2016-01-30 03:36:53,S
2016-01-31 02:23:38,R
2016-01-31 04:17:45,S
2016-01-31 07:58:06,S
2016-01-31 20:24:39,S
2016-01-31 21:02:13,S
2016-01-31 22:44:56,S
2016-02-01 02:24:46,S
2016-02-01 11:02:26,S
2016-02-02 01:32:34,S
2016-02-02 10:14:04,S
2016-02-02 17:15:28,S
2016-02-02 18:27:35,S
2016-02-03 01:15:45,S
2016-02-03 11:27:02,S
2016-02-03 21:38:52,S
2016-02-04 01:22:56,S
2016-02-04 04:00:29,S
2016-02-04 13:38:31,S
2016-02-04 14:48:57,S
2016-02-05 01:21:07,S
2016-02-05 09:14:00,S
2016-02-05 11:00:32,S
2016-02-05 14:48:32,S
2016-02-06 01:25:45,S
2016-02-06 08:54:48,S
2016-02-06 15:49:11,S
2016-02-07 02:08:28,S
2016-02-07 15:42:05,S
2016-02-07 15:46:35,S
2016-02-07 16:23:56,S
2016-02-07 18:54:51,S
2016-02-07 19:48:57,S
2016-02-08 01:50:26,S
2016-02-08 04:20:00,S
2016-02-09 10:23:41,S
2016-02-09 14:58:48,S
2016-02-09 18:21:34,S
2016-02-10 01:29:07,S
2016-02-10 09:27:09,S
2016-02-15 15:07:00,R
2016-02-15 15:09:30,S
2016-02-15 15:30:00,S
2016-02-15 23:06:16,S
2016-02-16 02:13:10,S
2016-02-16 09:37:17,S
2016-02-16 15:33:36,S
2016-02-17 01:34:09,S
2016-02-17 02:13:31,S
2016-02-17 02:49:40,S
2016-02-17 02:54:45,S
2016-02-17 14:01:25,S
2016-02-17 15:08:16,S
2016-02-17 15:39:59,R
2016-02-17 20:16:45,S
2016-02-18 02:16:34,S
2016-02-18 07:22:52,R
2016-02-18 15:29:49,S
2016-02-18 19:03:20,S
2016-02-19 02:11:48,S
2016-02-19 15:39:24,S
2016-02-20 02:21:43,S
2016-02-20 16:08:26,S
2016-02-21 02:52:15,S
2016-02-21 09:20:34,S
2016-02-21 16:29:54,S
2016-02-22 03:14:03,S
2016-02-22 08:30:36,S
2016-02-22 15:34:17,S
2016-02-22 15:39:34,S
2016-02-22 22:36:09,S
2016-02-23 02:19:17,S
2016-02-23 03:44:14,S
2016-02-23 03:57:54,S
2016-02-23 07:46:21,S
2016-02-23 15:05:15,S
2016-02-23 15:15:08,S
2016-02-24 01:57:26,S
2016-02-24 09:58:51,S
2016-02-24 10:31:51,R
2016-02-24 15:49:09,S
2016-02-24 20:12:43,S
2016-02-25 02:40:44,S
2016-02-25 03:32:02,S
2016-02-25 06:41:34,S
2016-02-25 10:54:17,S
2016-02-25 16:08:59,S
2016-02-25 19:55:27,S
2016-02-25 20:56:18,S
2016-02-26 01:53:25,S
2016-02-26 02:11:38,S
2016-02-26 02:53:36,S
2016-02-26 10:32:43,S
2016-02-26 10:55:53,S
2016-02-26 11:39:51,S
2016-02-26 16:11:24,S
2016-02-27 02:41:52,S
2016-02-27 16:26:41,S
2016-02-27 19:41:51,S
2016-02-27 19:44:08,S
2016-02-28 03:00:32,S
2016-02-28 06:00:21,R
2016-02-28 16:36:45,S
2016-02-28 21:54:14,S
2016-02-29 02:03:03,S
2016-02-29 11:27:31,S
2016-02-29 15:14:33,S
2016-03-01 00:48:15,S
2016-03-01 01:39:43,S
2016-03-01 09:40:58,S
2016-03-01 14:59:30,S
2016-03-02 01:36:21,S
2016-03-02 14:52:28,S
2016-03-02 15:01:52,S
2016-03-02 19:33:09,S
2016-03-03 01:14:57,S
2016-03-03 14:48:15,S
2016-03-04 09:51:17,S
2016-03-04 14:46:25,S
2016-03-05 15:20:46,S
2016-03-06 01:14:37,S
2016-03-06 15:25:11,S
2016-03-06 15:32:03,S
2016-03-07 00:51:03,S
2016-03-07 11:49:09,S
2016-03-07 14:27:06,S
2016-03-09 09:34:27,S
2016-03-09 15:09:18,S
2016-03-10 01:21:50,S
2016-03-10 09:36:28,S
2016-03-10 14:53:03,S
2016-03-10 15:03:07,S
2016-03-11 01:20:37,S
2016-03-11 07:51:28,S
2016-03-11 09:52:58,S
2016-03-11 14:21:49,S
2016-03-11 21:41:42,S
2016-03-12 01:07:51,S
2016-03-12 12:15:25,S
2016-03-12 15:16:19,S
2016-03-12 18:24:13,S
2016-03-13 00:59:51,S
2016-03-13 02:04:12,S
2016-03-13 06:02:03,S
2016-03-13 06:17:08,S
2016-03-13 11:29:31,S
2016-03-13 16:01:54,S
2016-03-13 22:27:49,S
2016-03-14 01:47:44,S
2016-03-14 04:04:44,S
2016-03-14 13:36:37,S
2016-03-14 14:38:22,S
2016-03-14 23:52:28,S
2016-03-15 00:56:36,S
2016-03-15 01:28:50,S
2016-03-15 09:26:37,R
2016-03-15 10:45:38,S
2016-03-15 10:47:38,S
2016-03-15 11:02:42,S
2016-03-15 14:23:16,S
2016-03-15 14:53:28,S
2016-03-15 19:15:54,S
2016-03-15 23:51:53,S
2016-03-16 00:45:41,S
2016-03-16 09:00:29,S
2016-03-16 11:23:24,S
2016-03-16 13:35:31,S
2016-03-16 14:15:51,S
2016-03-17 00:13:35,S
2016-03-17 00:43:03,S
2016-03-17 01:22:24,S
2016-03-17 13:09:42,S
2016-03-17 14:10:21,S
2016-03-17 15:13:19,S
2016-03-17 18:37:30,S
2016-03-17 20:04:02,S
2016-03-18 00:46:20,S
2016-03-18 09:41:02,S
2016-03-18 14:09:44,S
2016-03-19 00:35:37,S
2016-03-19 14:48:59,S
2016-03-19 22:39:37,S
2016-03-20 00:38:02,S
2016-03-20 01:04:11,S
2016-03-20 15:11:19,S
2016-03-21 00:37:42,S
2016-03-21 14:05:30,S
2016-03-21 15:02:52,S
2016-03-22 00:22:43,S
2016-03-22 09:34:06,S
2016-03-22 09:34:40,S
2016-03-22 09:48:56,S
2016-03-22 09:49:32,S
2016-03-22 09:50:03,S
2016-03-22 09:50:38,S
2016-03-22 09:54:57,S
2016-03-22 10:01:35,S
2016-03-22 10:35:14,S
2016-03-22 12:26:11,S
2016-03-22 12:49:04,S
2016-03-22 13:55:14,S
2016-03-22 14:08:15,S
2016-03-22 14:22:49,S
2016-03-22 14:23:28,S
2016-03-22 14:29:47,S
2016-03-22 14:38:47,S
2016-03-22 16:02:03,S
2016-03-22 16:02:28,S
2016-03-22 16:04:07,S
2016-03-22 16:06:15,S
2016-03-22 16:06:54,S
2016-03-22 16:07:20,S
2016-03-22 16:10:53,S
2016-03-22 16:12:12,S
2016-03-22 16:14:38,S
2016-03-22 16:19:29,S
2016-03-23 00:31:25,S
2016-03-23 00:55:07,S
2016-03-23 05:24:53,S
2016-03-23 09:22:23,S
2016-03-23 14:16:20,S
2016-03-24 00:12:03,S
2016-03-24 00:33:57,S
2016-03-24 02:04:22,S
2016-03-24 04:25:45,S
2016-03-24 07:29:28,S
2016-03-24 08:02:49,S
2016-03-24 14:11:04,S
2016-03-25 00:32:08,S
2016-03-25 07:48:14,S
2016-03-25 07:53:01,S
2016-03-25 07:53:40,S
2016-03-25 07:54:19,S
2016-03-25 07:55:02,S
2016-03-25 07:56:24,S
2016-03-25 07:58:22,S
2016-03-25 08:05:32,S
2016-03-25 08:13:13,S
2016-03-25 08:13:46,S
2016-03-25 08:15:25,S
2016-03-25 08:17:10,S
2016-03-25 08:47:05,S
2016-03-25 08:48:15,S
2016-03-25 08:52:19,S
2016-03-25 09:24:20,S
2016-03-25 12:18:51,S
2016-03-25 12:20:11,S
2016-03-25 12:36:24,R
2016-03-25 13:06:30,S
2016-03-25 14:06:06,S
2016-03-26 00:44:04,S
2016-03-26 15:01:08,S
2016-03-27 01:16:57,S
2016-03-27 04:39:09,S
2016-03-27 06:32:11,S
2016-03-27 09:34:42,S
2016-03-27 15:13:39,S
2016-03-27 17:36:02,S
2016-03-28 01:57:32,S
2016-03-28 11:39:10,S
2016-03-28 13:12:49,S
2016-03-28 15:31:47,S
2016-03-29 01:19:05,S
2016-03-29 07:20:21,S
2016-03-29 07:26:31,R
2016-03-29 07:26:57,S
2016-03-29 07:27:25,S
2016-03-29 07:27:47,R
2016-03-29 07:28:55,S
2016-03-29 07:53:18,S
2016-03-29 07:54:07,S
2016-03-29 07:54:32,S
2016-03-29 08:15:20,S
2016-03-29 09:14:09,S
2016-03-29 09:14:32,S
2016-03-29 09:18:30,S
2016-03-29 09:20:54,S
2016-03-29 09:27:26,S
2016-03-29 09:42:31,S
2016-03-29 09:42:54,S
2016-03-29 09:46:46,S
2016-03-29 11:21:43,S
2016-03-29 11:25:39,S
2016-03-29 11:53:14,S
2016-03-29 12:18:56,S
2016-03-29 12:19:16,S
2016-03-29 12:54:58,S
2016-03-29 12:55:33,S
2016-03-29 14:03:16,S
2016-03-30 00:08:43,S
2016-03-30 08:10:17,S
2016-03-31 23:54:40,S
2016-04-01 07:26:54,S
2016-04-01 20:30:32,S
2016-04-01 20:33:11,S
2016-04-01 21:29:40,R
2016-04-02 00:23:03,S
2016-04-02 08:29:52,S
2016-04-03 01:07:18,R
2016-04-03 08:43:27,S
2016-04-04 00:03:28,R
2016-04-04 00:39:26,S
2016-04-06 00:09:27,S
2016-04-06 00:32:21,S
2016-04-06 06:55:51,S
2016-04-06 17:32:00,S
2016-04-06 17:42:00,S
2016-04-06 18:50:40,S
2016-04-07 00:21:02,S
2016-04-07 09:19:54,S
2016-04-07 09:21:09,S
2016-04-07 19:51:54,S
2016-04-08 00:22:35,S
2016-04-08 02:01:37,S
2016-04-08 04:07:07,S
2016-04-08 07:29:27,S
2016-04-08 23:11:01,R
2016-04-09 00:16:27,S
2016-04-09 14:42:35,S
2016-04-09 21:19:45,R
2016-04-09 22:27:36,S
2016-04-10 01:19:51,S
2016-04-10 01:41:05,S
2016-04-10 01:44:23,S
2016-04-10 10:37:22,S
2016-04-10 15:10:33,S
2016-04-10 17:51:04,S
2016-04-11 00:55:29,R
2016-04-11 10:48:17,S
2016-04-12 00:26:06,S
2016-04-12 14:10:20,S
2016-04-12 23:26:06,S
2016-04-12 23:29:13,S
2016-04-12 23:33:33,R
2016-04-13 00:34:31,S
2016-04-14 13:22:46,S
2016-04-15 00:31:15,S
2016-04-15 06:11:29,S
2016-04-16 00:14:20,S
2016-04-16 14:46:35,S
2016-04-16 17:01:21,S
2016-04-16 20:47:45,S
2016-04-17 00:48:34,S
2016-04-17 02:12:42,S
2016-04-17 02:26:32,S
2016-04-17 15:02:47,R
2016-04-17 15:19:50,S
2016-04-17 23:41:19,S
2016-04-18 01:30:48,S
2016-04-18 01:43:01,S
2016-04-18 23:36:27,S
2016-04-19 01:12:26,S
2016-04-19 09:19:05,S
2016-04-19 14:06:32,S
2016-04-19 23:50:10,S
2016-04-19 23:57:56,R
2016-04-20 01:21:53,S
2016-04-20 12:11:10,S
2016-04-21 01:26:30,S
2016-04-21 07:48:00,S
2016-04-21 14:49:04,S
2016-04-21 17:09:11,S
2016-04-22 00:50:42,S
2016-04-22 03:37:18,S
2016-04-22 20:00:56,S
2016-04-22 20:16:24,S
2016-04-23 01:10:52,S
2016-04-23 02:09:38,S
2016-04-23 08:11:29,S
2016-04-23 08:25:20,S
2016-04-23 08:32:56,S
2016-04-23 08:36:27,S
2016-04-23 09:40:05,S
2016-04-23 13:18:01,S
2016-04-23 15:13:25,S
2016-04-24 01:50:36,R
2016-04-24 15:45:17,S
2016-04-25 00:44:51,S
2016-04-25 03:32:43,S
2016-04-25 04:45:27,S
2016-04-25 09:36:22,R
2016-04-25 09:51:15,S
2016-04-25 10:30:15,S
2016-04-25 13:08:26,S
2016-04-25 13:58:28,S
2016-04-26 00:20:49,S
2016-04-26 10:00:08,S
2016-04-26 14:05:17,S
2016-04-26 18:48:46,S
2016-04-26 20:53:49,S
2016-04-26 21:18:22,S
2016-04-27 00:19:14,S
2016-04-27 02:49:52,S
2016-04-27 09:33:06,S
2016-04-28 00:54:15,S
2016-04-28 01:03:47,S
2016-04-28 06:48:09,S
2016-04-28 07:41:29,S
2016-04-28 09:15:01,S
2016-04-28 10:00:27,S
2016-04-28 10:44:37,S
2016-04-28 13:08:55,S
2016-04-28 14:05:22,S
2016-04-28 19:53:05,S
2016-04-28 23:47:38,S
2016-04-29 09:26:49,R
2016-04-29 19:40:08,S
2016-04-29 23:42:19,S
2016-04-30 05:47:16,S
2016-04-30 10:55:09,S
2016-04-30 14:08:31,S
2016-04-30 21:12:57,S
2016-04-30 22:09:07,S
2016-05-01 02:45:02,R
2016-05-01 09:15:35,S
2016-05-01 14:48:25,S
2016-05-01 20:42:15,S
2016-05-02 02:27:34,S
2016-05-02 02:28:21,S
2016-05-02 10:38:11,S
2016-05-02 13:39:15,S
2016-05-03 07:11:12,S
2016-05-03 09:07:18,S
2016-05-03 13:46:56,S
2016-05-03 23:42:35,S
2016-05-04 04:48:37,S
2016-05-04 09:30:44,S
2016-05-04 13:22:37,S
2016-05-04 23:33:15,S
2016-05-05 02:59:12,S
2016-05-05 07:36:57,R
2016-05-05 14:03:09,S
2016-05-05 14:05:11,S
2016-05-05 23:43:06,R
2016-05-06 06:05:38,S
2016-05-06 14:10:04,S
2016-05-06 23:30:59,S
2016-05-07 06:30:33,S
2016-05-07 06:32:27,S
2016-05-07 13:56:03,R
2016-05-08 00:08:55,R
2016-05-08 01:47:11,S
2016-05-08 14:43:47,S
2016-05-08 22:41:54,S
2016-05-08 23:31:39,S
2016-05-09 00:53:45,S
2016-05-09 09:45:05,S
2016-05-09 09:47:02,S
2016-05-09 10:46:06,S
2016-05-09 13:00:27,S
2016-05-09 19:49:31,S
2016-05-09 20:00:20,S
2016-05-09 20:34:28,S
2016-05-09 22:56:16,R
2016-05-10 09:36:21,S
2016-05-10 22:46:38,S
2016-05-11 03:27:19,S
2016-05-11 07:02:55,S
2016-05-11 10:47:08,S
2016-05-11 12:22:29,S
2016-05-11 23:33:44,S
2016-05-12 00:57:32,S
2016-05-12 08:09:23,S
2016-05-12 16:31:13,S
2016-05-12 23:47:50,R
2016-05-13 02:27:40,S
2016-05-13 09:08:15,S
2016-05-13 13:03:07,S
2016-05-13 23:58:17,S
2016-05-14 14:16:51,S
2016-05-15 00:05:56,S
2016-05-15 00:58:56,S
2016-05-15 06:29:51,S
2016-05-15 06:31:28,S
2016-05-16 01:20:56,S
2016-05-16 03:32:29,S
2016-05-16 12:21:24,R
2016-05-16 14:32:53,S
2016-05-16 23:33:34,R
2016-05-17 04:51:59,S
2016-05-17 10:07:45,S
2016-05-17 12:13:34,S
2016-05-17 12:14:31,S
2016-05-17 14:51:27,S
2016-05-17 16:06:19,S
2016-05-17 19:47:07,S
2016-05-17 22:29:27,S
2016-05-18 06:17:33,S
2016-05-18 10:54:08,S
2016-05-18 22:20:51,S
2016-05-18 23:57:37,S
2016-05-19 02:47:24,S
2016-05-19 03:55:11,S
2016-05-19 08:16:02,S
2016-05-19 09:22:19,S
2016-05-19 21:47:32,S
2016-05-19 23:16:19,S
2016-05-20 07:07:43,R
2016-05-20 23:30:36,S
2016-05-20 23:37:41,S
2016-05-21 03:50:06,R
2016-05-22 18:44:25,S
2016-05-22 23:24:32,S
2016-05-23 00:15:32,S
2016-05-23 08:07:37,R
2016-05-23 08:25:35,S
2016-05-23 09:40:26,S
2016-05-23 10:01:56,R
2016-05-23 11:54:38,S
2016-05-23 18:58:03,S
2016-05-23 23:49:54,S
2016-05-24 01:16:58,S
2016-05-24 06:53:48,S
2016-05-24 09:38:41,S
2016-05-24 15:46:09,S
2016-05-24 19:46:57,S
2016-05-25 00:04:15,S
2016-05-25 09:00:34,S
2016-05-25 09:54:09,S
2016-05-25 10:04:07,R
2016-05-25 13:21:59,S
2016-05-25 23:17:52,S
2016-05-25 23:53:03,S
2016-05-26 03:51:18,S
2016-05-26 03:58:14,S
2016-05-26 04:02:02,R
2016-05-26 04:03:38,S
2016-05-26 11:42:42,S
2016-05-26 12:03:48,R
2016-05-26 23:19:21,S
2016-05-26 23:40:45,S
2016-05-27 06:17:13,S
2016-05-27 06:51:55,S
2016-05-27 07:32:24,S
2016-05-27 10:58:44,R
2016-05-27 22:56:07,S
2016-05-28 03:32:41,S
2016-05-28 22:59:59,S
2016-05-28 23:49:38,R
2016-05-28 23:57:03,S
2016-05-29 03:54:59,S
2016-05-29 07:09:14,S
2016-05-29 10:25:01,S
2016-05-29 13:46:06,R
2016-05-29 20:32:10,S
2016-05-29 21:39:11,S
2016-05-30 00:02:09,S
2016-05-30 00:30:08,S
2016-05-30 06:39:55,S
2016-05-30 14:06:52,S
2016-05-30 20:47:25,S
2016-05-30 23:40:03,S
2016-05-31 23:54:44,S
2016-06-01 23:43:54,R
2016-06-02 09:03:37,S
2016-06-02 09:33:21,S
2016-06-02 13:11:11,S
2016-06-02 23:27:11,S
2016-06-02 23:40:30,S
2016-06-03 09:29:46,S
2016-06-03 14:16:44,S
2016-06-03 23:39:08,S
2016-06-04 23:18:24,S
2016-06-04 23:50:00,S
2016-06-05 01:32:09,S
2016-06-07 09:23:43,R
2016-06-07 15:57:17,S
2016-06-07 19:21:32,S
2016-06-07 23:23:38,S
2016-06-08 10:42:13,S
2016-06-08 23:31:47,S
2016-06-09 05:30:22,S
2016-06-09 08:29:32,R
2016-06-09 09:48:41,S
2016-06-09 23:29:29,S
2016-06-10 06:58:51,S
2016-06-10 09:25:58,S
2016-06-10 21:58:05,S
2016-06-11 03:00:10,R
2016-06-11 11:21:40,S
2016-06-11 21:01:17,S
2016-06-12 07:43:20,S
